voxel_id,dose_gy,let_kev_um,alpha,beta,sf,bed
9074529,16.8370430549823,0.0,0.1,0.02,0.0006403954497416561,73.53424682204783
9074530,16.16074105756442,0.0,0.1,0.02,0.0010706759121448613,68.39465136349409
9074531,16.214890341761347,0.0,0.1,0.02,0.0010282032576099146,68.79942410083044
9074809,15.556920133264299,0.0,0.1,0.02,0.0016681379177160482,63.960472939817116
9074810,15.817795590983874,0.0,0.1,0.02,0.0013797779393694828,65.85832706261365
9074811,15.635887839384818,0.0,0.1,0.02,0.001575459104193373,64.53208554454922
9074812,16.186405562053586,0.0,0.1,0.02,0.0010503466183318184,68.58635056590944
9074813,16.043135580949215,0.0,0.1,0.02,0.0011685898149645913,67.51957543469295
9074814,16.000831452670365,0.0,0.1,0.02,0.0012057960728443676,67.20615288802341
9074815,15.867150407309198,0.0,0.1,0.02,0.0013307078215052674,66.22044281694369
9075093,15.94865636112645,0.0,0.1,0.02,0.0012531956993603471,66.82058430618628
9075094,15.81582139833086,0.0,0.1,0.02,0.001381775144403061,65.84386269911091
9075095,15.724726508770404,0.0,0.1,0.02,0.001476895356844062,65.17813126389574
9075096,15.857279444044133,0.0,0.1,0.02,0.0013403906579359639,66.14794171734506
9075097,16.298652515753467,0.0,0.1,0.02,0.0009655750492377435,69.42786728160883
9075098,16.215172369283206,0.0,0.1,0.02,0.0010279861999220275,68.80153536239631
9075378,16.12605167237576,0.0,0.1,0.02,0.0010987347175097431,68.13596018040236
9075379,16.637931624549847,0.0,0.1,0.02,0.0007464301336064332,72.00208537318903
9075380,16.437128028986237,0.0,0.1,0.02,0.0008697572921953899,70.47296359724322
9075381,16.215454396805065,0.0,0.1,0.02,0.0010277691847859285,68.80364665577801
9075662,16.208967763802306,0.0,0.1,0.02,0.0010327713119947007,68.75509495739877
9075663,16.144101433774736,0.0,0.1,0.02,0.0010840509605874837,68.27050365457623
9154615,16.378466304439566,0.0,0.1,0.02,0.0009092142434830065,70.02929800157203
9154616,15.923555911680998,0.0,0.1,0.02,0.0012766085998775478,66.63548248616716
9154617,16.353365854994113,0.0,0.1,0.02,0.0009266004667624222,69.83988081245157
9154618,16.95267433894449,0.0,0.1,0.02,0.0005854494127523484,74.4313077874059
9154619,17.049691806463986,0.0,0.1,0.02,0.0005427786333422955,75.18808994554503
9154899,15.673961554835783,0.0,0.1,0.02,0.0015324958901790804,64.80857571932981
9154900,15.666064784223732,0.0,0.1,0.02,0.0015413167508150829,64.75118194892272
9154901,15.760826031568355,0.0,0.1,0.02,0.001438498601589635,65.44155347104089
9154902,16.25268202969045,0.0,0.1,0.02,0.000999493741040968,69.08261666133504
9154903,15.830768856989387,0.0,0.1,0.02,0.0013667197711341899,65.9534173776744
9155183,16.314446056977573,0.0,0.1,0.02,0.0009541710464462837,69.5466760861838
9155184,16.62270213836946,0.0,0.1,0.02,0.000755179762177631,71.88554741455997
9155185,16.50086624892637,0.0,0.1,0.02,0.0008286950161448115,70.95658364191786
9155186,16.816455045886592,0.0,0.1,0.02,0.000650669509347179,73.37508710795152
9155187,16.528222918546692,0.0,0.1,0.02,0.0008116305177519035,71.16465348758112
9155467,15.933144847424204,0.0,0.1,0.02,0.0012676169236188403,66.7061657932243
9155468,16.0865678193155,0.0,0.1,0.02,0.0011315011618818127,67.84210066040292
9155469,16.81701910093031,0.0,0.1,0.02,0.0006503859910659522,73.37944538914128
9155470,16.809968412883833,0.0,0.1,0.02,0.0006539382681753261,73.32497602131428
9155471,16.251835947124874,0.0,0.1,0.02,0.001000128259448984,69.07627027757692
9155750,15.92299185663728,0.0,0.1,0.02,0.0012771393575943025,66.63132578994471
9155751,16.075568745963,0.0,0.1,0.02,0.0011407890752772724,67.76035084719949
9155752,16.175970543744803,0.0,0.1,0.02,0.0010585687543195493,68.50837515016471
9155753,16.16074105756442,0.0,0.1,0.02,0.0010706759121448613,68.39465136349409
9155754,16.085721736749925,0.0,0.1,0.02,0.0011322131187004876,67.83581049517971
9155755,15.631939454078791,0.0,0.1,0.02,0.0015799776662506228,64.50344567327582
9156035,16.220812919720384,0.0,0.1,0.02,0.0010236539719358374,68.84376727503394
9156036,16.367467231087065,0.0,0.1,0.02,0.0009167952488621739,69.94626394322884
9156037,16.84522185311621,0.0,0.1,0.02,0.0006363561475528337,73.59752170925701
9156038,16.826326009151657,0.0,0.1,0.02,0.0006457245487484017,73.45137540240236
9156039,17.106097310835786,0.0,0.1,0.02,0.0005193248085271309,75.62981035239244
9234704,16.59731966140215,0.0,0.1,0.02,0.0007699751125553789,71.69152364995543
9234705,16.83422277976371,0.0,0.1,0.02,0.0006417938511604799,73.51243409950679
9234706,16.397926203447835,0.0,0.1,0.02,0.000895944314586909,70.17632295819206
9234707,16.380722524614438,0.0,0.1,0.02,0.0009076663879485664,70.04633661029659
9234988,16.148895901646338,0.0,0.1,0.02,0.0010801813157225372,68.30626367008831
9234989,16.937444852764102,0.0,0.1,0.02,0.0005924256085160306,74.31285248084913
9234990,16.599011826533303,0.0,0.1,0.02,0.0007689804164781428,71.7044505500118
